"","title","publishedAt","site"
"1796","Trump abdicates US role in Iran deal, nods to Bolton keen for war","2018-05-09T03:36:00Z","msnbc"
"1797","Newly exposed payments to Trump confidant Cohen add depth to case","2018-05-09T03:24:01Z","msnbc"
"1798","Tortured prisoner wants input on Gina Haspel CIA nomination","2018-05-09T03:22:01Z","msnbc"
"1799","Himes slams GOP Russia probe after Avenatti revelations","2018-05-09T03:22:01Z","msnbc"
"1800","Avenatti: suspicious payments to Trump lawyer","2018-05-09T03:14:57Z","msnbc"
"1801","MTP Daily--May 08, 2018","2018-05-09T01:51:01Z","msnbc"
"1802","Will Cohen payments affect Russia investigation?","2018-05-09T01:43:31Z","msnbc"
"1803","Scott Pruitt's security threats","2018-05-09T01:27:16Z","msnbc"
"1804","Did Trump just set the stage for war?","2018-05-09T01:12:37Z","msnbc"
"1805","Attorney: Schneiderman reports prove abuse has no political party","2018-05-09T00:22:22Z","msnbc"
"1806","Stormy Daniels’ Lawyer: Michael Cohen paid by Russian oligarch tied to Putin","2018-05-09T00:20:35Z","msnbc"
"1807","Lawyer for suspect tortured under Haspel calls for accountability","2018-05-09T00:20:34Z","msnbc"
"1808","Matthews: Trump moving us closer to war by withdrawing from Iran Deal","2018-05-09T00:00:39Z","msnbc"
